SECTOR_NAME,POSTED_TIME,day,month,year,,,,,,,,,,,,,,
Agriculture,22/7/2015 3:24,22,7,2015,,,,,,,,,,,,,,
Agriculture,15/7/2014 19:30,15,7,2014,,,,,,,,,,,,,,
Services,22/11/2017 11:38,22,11,2017,,,,,,,,,,,,,,
Agriculture,21/12/2013 10:04,21,12,2013,,,,,,,,,,,,,,
Food,6/12/2017 12:26,6,12,2017,,,,,,,,,,,,,,
Services,6/9/2016 9:57,6,9,2016,,,,,,,,,,,,,,
Health,19/9/2017 18:11,19,9,2017,,,,,,,,,,,,,,
Services,12/9/2013 6:14,12,9,2013,,,,,,,,,,,,,,
Food,21/4/2017 9:20,21,4,2017,,,,,,,,,,,,,,
Agriculture,16/8/2017 9:44,16,8,2017,,,,,,,,,,,,,,
Food,3/2/2017 7:39,3,2,2017,,,,,,,,,,,,,,
Food,18/3/2015 4:40,18,3,2015,,,,,,,,,,,,,,
Retail,29/9/2016 6:22,29,9,2016,,,,,,,,,,,,,,
Services,7/1/2013 13:31,7,1,2013,,,,,,,,,,,,,,
Food,1/3/2017 21:42,1,3,2017,,,,,,,,,,,,,,
Transportation,17/2/2017 5:47,17,2,2017,,,,,,,,,,,,,,
Food,18/3/2014 10:53,18,3,2014,,,,,,,,,,,,,,
Food,16/1/2013 4:42,16,1,2013,,,,,,,,,,,,,,
Agriculture,21/8/2017 7:27,21,8,2017,,,,,,,,,,,,,,
Retail,19/12/2013 16:09,19,12,2013,,,,,,,,,,,,,,
Services,10/5/2013 20:07,10,5,2013,,,,,,,,,,,,,,
Agriculture,3/5/2016 17:46,3,5,2016,,,,,,,,,,,,,,
Food,12/5/2015 12:39,12,5,2015,,,,,,,,,,,,,,
Agriculture,15/11/2013 17:51,15,11,2013,,,,,,,,,,,,,,
Food,2/9/2013 13:18,2,9,2013,,,,,,,,,,,,,,
Food,31/3/2014 10:00,31,3,2014,,,,,,,,,,,,,,
Clothing,8/11/2014 15:18,8,11,2014,,,,,,,,,,,,,,
Food,11/2/2015 13:10,11,2,2015,,,,,,,,,,,,,,
Agriculture,23/12/2014 10:07,23,12,2014,,,,,,,,,,,,,,
Food,23/9/2014 11:08,23,9,2014,,,,,,,,,,,,,,
Agriculture,16/7/2015 1:28,16,7,2015,,,,,,,,,,,,,,
Personal Use,11/9/2017 7:49,11,9,2017,,,,,,,,,,,,,,
Transportation,29/1/2014 11:48,29,1,2014,,,,,,,,,,,,,,
Manufacturing,26/2/2016 20:42,26,2,2016,,,,,,,,,,,,,,
Agriculture,21/2/2015 19:08,21,2,2015,,,,,,,,,,,,,,
Food,16/1/2014 15:39,16,1,2014,,,,,,,,,,,,,,
Retail,25/8/2016 7:40,25,8,2016,,,,,,,,,,,,,,
Agriculture,23/6/2014 6:33,23,6,2014,,,,,,,,,,,,,,
Retail,19/1/2017 9:28,19,1,2017,,,,,,,,,,,,,,
Services,9/2/2016 11:28,9,2,2016,,,,,,,,,,,,,,
Agriculture,21/9/2016 2:58,21,9,2016,,,,,,,,,,,,,,
Food,26/4/2017 8:28,26,4,2017,,,,,,,,,,,,,,
Food,14/1/2016 17:36,14,1,2016,,,,,,,,,,,,,,
Agriculture,25/11/2014 8:49,25,11,2014,,,,,,,,,,,,,,
Food,16/9/2013 5:08,16,9,2013,,,,,,,,,,,,,,
Arts,19/8/2015 12:14,19,8,2015,,,,,,,,,,,,,,
Food,8/8/2013 7:38,8,8,2013,,,,,,,,,,,,,,
Education,19/4/2016 6:13,19,4,2016,,,,,,,,,,,,,,
Arts,17/11/2015 18:53,17,11,2015,,,,,,,,,,,,,,
Retail,3/12/2017 12:31,3,12,2017,,,,,,,,,,,,,,
Food,21/10/2016 16:08,21,10,2016,,,,,,,,,,,,,,
Agriculture,17/5/2017 4:27,17,5,2017,,,,,,,,,,,,,,
Food,15/10/2015 1:29,15,10,2015,,,,,,,,,,,,,,
Retail,29/11/2016 7:17,29,11,2016,,,,,,,,,,,,,,
Clothing,5/1/2016 15:26,5,1,2016,,,,,,,,,,,,,,
Clothing,14/1/2013 1:10,14,1,2013,,,,,,,,,,,,,,
Agriculture,12/11/2013 4:18,12,11,2013,,,,,,,,,,,,,,
Agriculture,29/7/2016 10:51,29,7,2016,,,,,,,,,,,,,,
Food,21/9/2017 13:26,21,9,2017,,,,,,,,,,,,,,
Manufacturing,8/8/2013 5:54,8,8,2013,,,,,,,,,,,,,,
Education,5/12/2016 8:24,5,12,2016,,,,,,,,,,,,,,
Agriculture,17/3/2017 14:39,17,3,2017,,,,,,,,,,,,,,
Services,12/12/2013 11:42,12,12,2013,,,,,,,,,,,,,,
Services,5/8/2015 21:15,5,8,2015,,,,,,,,,,,,,,
Health,10/11/2017 18:28,10,11,2017,,,,,,,,,,,,,,
Health,18/5/2017 7:49,18,5,2017,,,,,,,,,,,,,,
Education,23/7/2014 8:56,23,7,2014,,,,,,,,,,,,,,
Agriculture,25/1/2016 20:49,25,1,2016,,,,,,,,,,,,,,
Food,20/4/2013 3:35,20,4,2013,,,,,,,,,,,,,,
Retail,9/3/2013 16:44,9,3,2013,,,,,,,,,,,,,,
Agriculture,25/5/2017 7:50,25,5,2017,,,,,,,,,,,,,,
Food,26/10/2017 6:48,26,10,2017,,,,,,,,,,,,,,
Education,9/10/2015 9:23,9,10,2015,,,,,,,,,,,,,,
Education,16/12/2013 2:56,16,12,2013,,,,,,,,,,,,,,
Agriculture,27/11/2017 23:13,27,11,2017,,,,,,,,,,,,,,
Services,28/9/2015 6:36,28,9,2015,,,,,,,,,,,,,,
Housing,28/9/2016 0:41,28,9,2016,,,,,,,,,,,,,,
Food,18/7/2016 6:39,18,7,2016,,,,,,,,,,,,,,
Retail,12/10/2016 0:43,12,10,2016,,,,,,,,,,,,,,
Food,23/2/2017 12:55,23,2,2017,,,,,,,,,,,,,,
Transportation,25/11/2013 15:41,25,11,2013,,,,,,,,,,,,,,
Retail,3/6/2015 4:55,3,6,2015,,,,,,,,,,,,,,
Food,11/12/2014 10:21,11,12,2014,,,,,,,,,,,,,,
Transportation,14/10/2013 12:39,14,10,2013,,,,,,,,,,,,,,
Clothing,21/9/2017 9:31,21,9,2017,,,,,,,,,,,,,,
Agriculture,5/10/2017 18:43,5,10,2017,,,,,,,,,,,,,,
Food,20/2/2015 6:30,20,2,2015,,,,,,,,,,,,,,
Agriculture,14/9/2017 6:55,14,9,2017,,,,,,,,,,,,,,
Agriculture,26/6/2016 3:45,26,6,2016,,,,,,,,,,,,,,
Agriculture,18/11/2014 8:31,18,11,2014,,,,,,,,,,,,,,
Construction,30/9/2014 23:04,30,9,2014,,,,,,,,,,,,,,
Retail,29/6/2017 2:33,29,6,2017,,,,,,,,,,,,,,
Transportation,27/10/2017 8:05,27,10,2017,,,,,,,,,,,,,,
Retail,21/11/2013 11:11,21,11,2013,,,,,,,,,,,,,,
Agriculture,10/7/2014 3:28,10,7,2014,,,,,,,,,,,,,,
Food,25/8/2015 1:44,25,8,2015,,,,,,,,,,,,,,
Education,25/11/2016 4:51,25,11,2016,,,,,,,,,,,,,,
Agriculture,7/2/2014 7:54,7,2,2014,,,,,,,,,,,,,,
Retail,10/6/2013 8:00,10,6,2013,,,,,,,,,,,,,,
Food,27/9/2017 7:56,27,9,2017,,,,,,,,,,,,,,
Retail,23/3/2017 15:32,23,3,2017,,,,,,,,,,,,,,
Agriculture,5/12/2017 21:26,5,12,2017,,,,,,,,,,,,,,
Food,9/11/2017 3:37,9,11,2017,,,,,,,,,,,,,,
Retail,9/3/2016 2:50,9,3,2016,,,,,,,,,,,,,,
Education,9/7/2013 10:02,9,7,2013,,,,,,,,,,,,,,
Retail,24/6/2016 4:46,24,6,2016,,,,,,,,,,,,,,
Retail,29/5/2017 9:15,29,5,2017,,,,,,,,,,,,,,
Agriculture,4/11/2013 7:52,4,11,2013,,,,,,,,,,,,,,
Agriculture,4/6/2016 23:04,4,6,2016,,,,,,,,,,,,,,
Agriculture,17/6/2013 6:15,17,6,2013,,,,,,,,,,,,,,
Food,27/2/2013 1:27,27,2,2013,,,,,,,,,,,,,,
Retail,23/3/2014 11:27,23,3,2014,,,,,,,,,,,,,,
Food,13/2/2013 10:23,13,2,2013,,,,,,,,,,,,,,
Food,28/7/2016 11:53,28,7,2016,,,,,,,,,,,,,,
Agriculture,23/4/2015 5:37,23,4,2015,,,,,,,,,,,,,,
Personal Use,20/9/2016 2:35,20,9,2016,,,,,,,,,,,,,,
Retail,6/3/2013 22:35,6,3,2013,,,,,,,,,,,,,,
Food,28/2/2013 11:53,28,2,2013,,,,,,,,,,,,,,
Services,25/1/2013 8:01,25,1,2013,,,,,,,,,,,,,,
Arts,30/11/2013 19:49,30,11,2013,,,,,,,,,,,,,,
Retail,9/11/2017 16:21,9,11,2017,,,,,,,,,,,,,,
Agriculture,7/6/2013 16:49,7,6,2013,,,,,,,,,,,,,,
Agriculture,18/2/2014 4:06,18,2,2014,,,,,,,,,,,,,,
Agriculture,28/5/2014 6:40,28,5,2014,,,,,,,,,,,,,,
Transportation,25/4/2013 23:58,25,4,2013,,,,,,,,,,,,,,
Education,1/7/2014 20:05,1,7,2014,,,,,,,,,,,,,,
Personal Use,19/8/2016 4:50,19,8,2016,,,,,,,,,,,,,,
Food,6/8/2014 12:09,6,8,2014,,,,,,,,,,,,,,
Agriculture,18/6/2016 15:27,18,6,2016,,,,,,,,,,,,,,
Agriculture,24/9/2015 15:20,24,9,2015,,,,,,,,,,,,,,
Agriculture,21/11/2014 7:40,21,11,2014,,,,,,,,,,,,,,
Retail,3/12/2013 2:40,3,12,2013,,,,,,,,,,,,,,
Health,8/11/2017 14:49,8,11,2017,,,,,,,,,,,,,,
Food,4/8/2016 12:37,4,8,2016,,,,,,,,,,,,,,
Health,14/12/2015 19:40,14,12,2015,,,,,,,,,,,,,,
Food,21/9/2016 15:16,21,9,2016,,,,,,,,,,,,,,
Retail,1/12/2015 2:18,1,12,2015,,,,,,,,,,,,,,
Services,17/5/2014 1:14,17,5,2014,,,,,,,,,,,,,,
Retail,19/6/2013 8:26,19,6,2013,,,,,,,,,,,,,,
Manufacturing,6/7/2017 11:37,6,7,2017,,,,,,,,,,,,,,
Retail,24/7/2017 9:44,24,7,2017,,,,,,,,,,,,,,
Arts,19/12/2016 9:21,19,12,2016,,,,,,,,,,,,,,
Food,29/12/2015 15:14,29,12,2015,,,,,,,,,,,,,,
Food,26/6/2015 19:39,26,6,2015,,,,,,,,,,,,,,
Services,23/6/2017 7:28,23,6,2017,,,,,,,,,,,,,,
Clothing,25/2/2013 6:56,25,2,2013,,,,,,,,,,,,,,
Retail,9/4/2015 17:56,9,4,2015,,,,,,,,,,,,,,
Agriculture,16/1/2013 4:21,16,1,2013,,,,,,,,,,,,,,
Agriculture,11/12/2017 5:54,11,12,2017,,,,,,,,,,,,,,
Food,20/8/2014 3:48,20,8,2014,,,,,,,,,,,,,,
Retail,1/6/2015 10:53,1,6,2015,,,,,,,,,,,,,,
Services,30/10/2013 11:27,30,10,2013,,,,,,,,,,,,,,
Food,13/10/2014 16:25,13,10,2014,,,,,,,,,,,,,,
Housing,5/5/2014 9:57,5,5,2014,,,,,,,,,,,,,,
Retail,9/12/2016 14:39,9,12,2016,,,,,,,,,,,,,,
Agriculture,16/7/2014 16:21,16,7,2014,,,,,,,,,,,,,,
Agriculture,13/12/2016 14:06,13,12,2016,,,,,,,,,,,,,,
Transportation,6/7/2015 6:56,6,7,2015,,,,,,,,,,,,,,
Agriculture,23/10/2013 16:39,23,10,2013,,,,,,,,,,,,,,
Agriculture,15/5/2014 16:42,15,5,2014,,,,,,,,,,,,,,
Food,4/8/2016 3:39,4,8,2016,,,,,,,,,,,,,,
Services,19/3/2015 16:36,19,3,2015,,,,,,,,,,,,,,
Food,17/7/2015 5:01,17,7,2015,,,,,,,,,,,,,,
Clothing,21/11/2014 5:24,21,11,2014,,,,,,,,,,,,,,
Agriculture,28/11/2015 17:44,28,11,2015,,,,,,,,,,,,,,
Arts,30/6/2016 12:40,30,6,2016,,,,,,,,,,,,,,
Transportation,13/2/2013 22:48,13,2,2013,,,,,,,,,,,,,,
Agriculture,18/7/2015 18:02,18,7,2015,,,,,,,,,,,,,,
Food,8/5/2013 5:54,8,5,2013,,,,,,,,,,,,,,
Retail,19/12/2014 6:18,19,12,2014,,,,,,,,,,,,,,
Food,27/5/2014 11:56,27,5,2014,,,,,,,,,,,,,,
Food,20/11/2015 2:53,20,11,2015,,,,,,,,,,,,,,
Food,20/12/2013 22:40,20,12,2013,,,,,,,,,,,,,,
Transportation,30/12/2015 5:42,30,12,2015,,,,,,,,,,,,,,
Agriculture,9/8/2016 15:32,9,8,2016,,,,,,,,,,,,,,
Retail,27/3/2015 11:28,27,3,2015,,,,,,,,,,,,,,
Food,20/9/2016 2:40,20,9,2016,,,,,,,,,,,,,,
Housing,23/3/2016 7:45,23,3,2016,,,,,,,,,,,,,,
Manufacturing,10/9/2014 11:44,10,9,2014,,,,,,,,,,,,,,
Agriculture,29/5/2017 21:25,29,5,2017,,,,,,,,,,,,,,
Clothing,4/5/2015 9:42,4,5,2015,,,,,,,,,,,,,,
Personal Use,20/6/2017 7:46,20,6,2017,,,,,,,,,,,,,,
Retail,23/4/2013 9:10,23,4,2013,,,,,,,,,,,,,,
Agriculture,17/1/2014 6:57,17,1,2014,,,,,,,,,,,,,,
Retail,13/10/2016 11:15,13,10,2016,,,,,,,,,,,,,,
Agriculture,5/8/2015 10:22,5,8,2015,,,,,,,,,,,,,,
Agriculture,30/10/2013 11:43,30,10,2013,,,,,,,,,,,,,,
Food,12/8/2013 15:03,12,8,2013,,,,,,,,,,,,,,
Agriculture,10/8/2016 6:17,10,8,2016,,,,,,,,,,,,,,
Retail,30/3/2017 6:40,30,3,2017,,,,,,,,,,,,,,
Health,10/5/2016 22:53,10,5,2016,,,,,,,,,,,,,,
Agriculture,10/5/2017 12:08,10,5,2017,,,,,,,,,,,,,,
Agriculture,17/3/2016 11:29,17,3,2016,,,,,,,,,,,,,,
Agriculture,26/2/2017 7:37,26,2,2017,,,,,,,,,,,,,,
Agriculture,1/12/2015 14:02,1,12,2015,,,,,,,,,,,,,,
Food,17/10/2017 15:55,17,10,2017,,,,,,,,,,,,,,
Agriculture,12/2/2016 16:04,12,2,2016,,,,,,,,,,,,,,
Services,31/7/2015 11:22,31,7,2015,,,,,,,,,,,,,,
Agriculture,4/7/2016 11:34,4,7,2016,,,,,,,,,,,,,,
Retail,13/4/2016 3:25,13,4,2016,,,,,,,,,,,,,,
Food,5/10/2015 8:38,5,10,2015,,,,,,,,,,,,,,
Agriculture,19/9/2017 16:06,19,9,2017,,,,,,,,,,,,,,
Services,25/7/2016 13:56,25,7,2016,,,,,,,,,,,,,,
Food,28/7/2017 14:44,28,7,2017,,,,,,,,,,,,,,
Retail,18/11/2015 6:39,18,11,2015,,,,,,,,,,,,,,
Food,28/3/2014 11:45,28,3,2014,,,,,,,,,,,,,,
Agriculture,2/2/2017 11:05,2,2,2017,,,,,,,,,,,,,,
Personal Use,24/7/2015 2:52,24,7,2015,,,,,,,,,,,,,,
Retail,21/11/2014 23:32,21,11,2014,,,,,,,,,,,,,,
Education,9/10/2014 9:54,9,10,2014,,,,,,,,,,,,,,
Agriculture,5/6/2017 14:43,5,6,2017,,,,,,,,,,,,,,
Retail,15/2/2015 14:37,15,2,2015,,,,,,,,,,,,,,
Transportation,2/12/2013 6:17,2,12,2013,,,,,,,,,,,,,,
Services,3/3/2017 23:39,3,3,2017,,,,,,,,,,,,,,
Clothing,14/3/2017 9:22,14,3,2017,,,,,,,,,,,,,,
Education,19/5/2014 6:55,19,5,2014,,,,,,,,,,,,,,
Retail,11/2/2016 9:34,11,2,2016,,,,,,,,,,,,,,
Agriculture,9/3/2017 8:18,9,3,2017,,,,,,,,,,,,,,
Agriculture,23/1/2017 7:19,23,1,2017,,,,,,,,,,,,,,
Manufacturing,11/7/2015 15:28,11,7,2015,,,,,,,,,,,,,,
Retail,1/9/2015 14:46,1,9,2015,,,,,,,,,,,,,,
Food,3/3/2016 17:47,3,3,2016,,,,,,,,,,,,,,
Agriculture,8/10/2013 14:31,8,10,2013,,,,,,,,,,,,,,
Food,22/11/2016 7:34,22,11,2016,,,,,,,,,,,,,,
Transportation,11/1/2013 7:41,11,1,2013,,,,,,,,,,,,,,
Food,12/4/2017 16:14,12,4,2017,,,,,,,,,,,,,,
Retail,11/11/2015 17:29,11,11,2015,,,,,,,,,,,,,,
Agriculture,10/8/2016 7:05,10,8,2016,,,,,,,,,,,,,,
Health,17/10/2014 19:56,17,10,2014,,,,,,,,,,,,,,
Transportation,19/6/2017 3:25,19,6,2017,,,,,,,,,,,,,,
Agriculture,8/9/2015 9:23,8,9,2015,,,,,,,,,,,,,,
Services,25/11/2015 6:46,25,11,2015,,,,,,,,,,,,,,
Services,14/7/2014 19:58,14,7,2014,,,,,,,,,,,,,,
Retail,17/6/2016 10:35,17,6,2016,,,,,,,,,,,,,,
Agriculture,5/8/2015 9:34,5,8,2015,,,,,,,,,,,,,,
Housing,22/6/2015 6:43,22,6,2015,,,,,,,,,,,,,,
Agriculture,19/8/2016 0:09,19,8,2016,,,,,,,,,,,,,,
Food,28/11/2014 22:15,28,11,2014,,,,,,,,,,,,,,
Agriculture,21/1/2016 11:45,21,1,2016,,,,,,,,,,,,,,
Housing,7/10/2014 3:40,7,10,2014,,,,,,,,,,,,,,
Agriculture,22/5/2014 20:25,22,5,2014,,,,,,,,,,,,,,
Retail,2/4/2014 16:51,2,4,2014,,,,,,,,,,,,,,
Agriculture,10/8/2014 22:05,10,8,2014,,,,,,,,,,,,,,
Agriculture,31/3/2017 15:23,31,3,2017,,,,,,,,,,,,,,
Agriculture,10/6/2014 21:18,10,6,2014,,,,,,,,,,,,,,
Wholesale,21/1/2014 3:55,21,1,2014,,,,,,,,,,,,,,
Services,29/9/2016 8:15,29,9,2016,,,,,,,,,,,,,,
Agriculture,21/8/2015 7:54,21,8,2015,,,,,,,,,,,,,,
Agriculture,17/7/2014 9:43,17,7,2014,,,,,,,,,,,,,,
Transportation,11/2/2017 9:38,11,2,2017,,,,,,,,,,,,,,
Retail,5/5/2016 5:46,5,5,2016,,,,,,,,,,,,,,
Clothing,15/7/2014 10:02,15,7,2014,,,,,,,,,,,,,,
Manufacturing,10/5/2013 8:26,10,5,2013,,,,,,,,,,,,,,
Food,14/9/2017 2:16,14,9,2017,,,,,,,,,,,,,,
Food,25/8/2016 10:38,25,8,2016,,,,,,,,,,,,,,
Personal Use,13/10/2017 7:32,13,10,2017,,,,,,,,,,,,,,
Food,3/11/2014 16:52,3,11,2014,,,,,,,,,,,,,,
Transportation,29/6/2015 10:59,29,6,2015,,,,,,,,,,,,,,
Agriculture,29/5/2013 16:03,29,5,2013,,,,,,,,,,,,,,
Manufacturing,17/5/2016 6:45,17,5,2016,,,,,,,,,,,,,,
Education,29/9/2014 9:03,29,9,2014,,,,,,,,,,,,,,
Agriculture,22/4/2014 5:27,22,4,2014,,,,,,,,,,,,,,
Retail,28/7/2016 11:28,28,7,2016,,,,,,,,,,,,,,
Personal Use,27/6/2014 21:30,27,6,2014,,,,,,,,,,,,,,
Agriculture,2/3/2016 7:43,2,3,2016,,,,,,,,,,,,,,
Agriculture,8/12/2015 23:50,8,12,2015,,,,,,,,,,,,,,
Agriculture,24/8/2016 6:41,24,8,2016,,,,,,,,,,,,,,
Education,30/6/2014 3:39,30,6,2014,,,,,,,,,,,,,,
Retail,18/10/2016 3:29,18,10,2016,,,,,,,,,,,,,,
Health,6/2/2017 9:18,6,2,2017,,,,,,,,,,,,,,
Food,7/3/2017 4:54,7,3,2017,,,,,,,,,,,,,,
Services,3/11/2015 6:33,3,11,2015,,,,,,,,,,,,,,
Services,29/9/2016 7:44,29,9,2016,,,,,,,,,,,,,,
Clothing,30/8/2013 11:27,30,8,2013,,,,,,,,,,,,,,
Agriculture,31/5/2014 5:28,31,5,2014,,,,,,,,,,,,,,
Agriculture,16/10/2015 16:36,16,10,2015,,,,,,,,,,,,,,
Food,29/6/2017 14:20,29,6,2017,,,,,,,,,,,,,,
Agriculture,21/1/2015 3:22,21,1,2015,,,,,,,,,,,,,,
Clothing,29/7/2016 0:00,29,7,2016,,,,,,,,,,,,,,
Agriculture,26/2/2016 23:44,26,2,2016,,,,,,,,,,,,,,
Agriculture,28/3/2017 7:36,28,3,2017,,,,,,,,,,,,,,
Education,26/8/2013 14:11,26,8,2013,,,,,,,,,,,,,,
Retail,10/6/2017 3:54,10,6,2017,,,,,,,,,,,,,,
Services,21/5/2015 6:04,21,5,2015,,,,,,,,,,,,,,
Education,28/4/2014 17:16,28,4,2014,,,,,,,,,,,,,,
Agriculture,18/3/2016 16:40,18,3,2016,,,,,,,,,,,,,,
Clothing,11/4/2017 13:14,11,4,2017,,,,,,,,,,,,,,
Agriculture,27/5/2014 18:02,27,5,2014,,,,,,,,,,,,,,
Education,31/1/2017 13:30,31,1,2017,,,,,,,,,,,,,,
Education,24/12/2013 1:26,24,12,2013,,,,,,,,,,,,,,
Clothing,12/8/2013 15:01,12,8,2013,,,,,,,,,,,,,,
Food,20/8/2013 11:44,20,8,2013,,,,,,,,,,,,,,
Agriculture,2/6/2014 15:16,2,6,2014,,,,,,,,,,,,,,
Agriculture,23/8/2016 22:43,23,8,2016,,,,,,,,,,,,,,
Retail,12/9/2017 9:29,12,9,2017,,,,,,,,,,,,,,
Transportation,24/11/2015 7:02,24,11,2015,,,,,,,,,,,,,,
Retail,15/3/2015 5:37,15,3,2015,,,,,,,,,,,,,,
Clothing,20/5/2013 21:55,20,5,2013,,,,,,,,,,,,,,
Personal Use,30/10/2015 15:34,30,10,2015,,,,,,,,,,,,,,
Food,17/1/2013 8:43,17,1,2013,,,,,,,,,,,,,,
Agriculture,1/8/2014 1:33,1,8,2014,,,,,,,,,,,,,,
Manufacturing,22/4/2015 9:09,22,4,2015,,,,,,,,,,,,,,
Agriculture,26/4/2016 0:31,26,4,2016,,,,,,,,,,,,,,
Agriculture,6/8/2013 8:28,6,8,2013,,,,,,,,,,,,,,
Food,1/10/2014 23:58,1,10,2014,,,,,,,,,,,,,,
Agriculture,29/11/2017 6:49,29,11,2017,,,,,,,,,,,,,,
Agriculture,29/12/2016 9:31,29,12,2016,,,,,,,,,,,,,,
Retail,17/3/2014 5:58,17,3,2014,,,,,,,,,,,,,,
Food,15/8/2013 15:19,15,8,2013,,,,,,,,,,,,,,
Retail,9/5/2016 21:37,9,5,2016,,,,,,,,,,,,,,
Food,19/8/2016 0:29,19,8,2016,,,,,,,,,,,,,,
Manufacturing,23/1/2014 23:17,23,1,2014,,,,,,,,,,,,,,
Agriculture,17/4/2013 7:13,17,4,2013,,,,,,,,,,,,,,
Food,12/1/2015 2:03,12,1,2015,,,,,,,,,,,,,,
Health,11/11/2014 7:45,11,11,2014,,,,,,,,,,,,,,
Food,6/3/2017 4:19,6,3,2017,,,,,,,,,,,,,,
Agriculture,25/4/2014 1:47,25,4,2014,,,,,,,,,,,,,,
Food,25/7/2013 1:24,25,7,2013,,,,,,,,,,,,,,
Clothing,20/1/2015 14:18,20,1,2015,,,,,,,,,,,,,,
Food,21/9/2017 13:20,21,9,2017,,,,,,,,,,,,,,
Agriculture,18/10/2015 15:23,18,10,2015,,,,,,,,,,,,,,
Agriculture,17/2/2017 13:07,17,2,2017,,,,,,,,,,,,,,
Food,25/1/2014 12:28,25,1,2014,,,,,,,,,,,,,,
Food,4/2/2014 1:57,4,2,2014,,,,,,,,,,,,,,
Personal Use,21/4/2016 7:27,21,4,2016,,,,,,,,,,,,,,
Agriculture,5/6/2017 11:00,5,6,2017,,,,,,,,,,,,,,
Agriculture,13/9/2016 12:31,13,9,2016,,,,,,,,,,,,,,
Agriculture,29/9/2016 20:38,29,9,2016,,,,,,,,,,,,,,
Agriculture,19/6/2013 8:26,19,6,2013,,,,,,,,,,,,,,
Food,25/9/2017 5:44,25,9,2017,,,,,,,,,,,,,,
Agriculture,18/7/2013 9:56,18,7,2013,,,,,,,,,,,,,,
Agriculture,13/5/2016 12:34,13,5,2016,,,,,,,,,,,,,,
Education,27/6/2016 19:33,27,6,2016,,,,,,,,,,,,,,
Agriculture,27/5/2013 6:00,27,5,2013,,,,,,,,,,,,,,
Agriculture,17/2/2016 2:13,17,2,2016,,,,,,,,,,,,,,
Food,10/3/2015 7:17,10,3,2015,,,,,,,,,,,,,,
Transportation,1/8/2017 3:52,1,8,2017,,,,,,,,,,,,,,
Agriculture,11/3/2015 9:19,11,3,2015,,,,,,,,,,,,,,
Retail,28/4/2014 14:47,28,4,2014,,,,,,,,,,,,,,
Agriculture,28/3/2014 12:07,28,3,2014,,,,,,,,,,,,,,
Manufacturing,15/3/2017 5:12,15,3,2017,,,,,,,,,,,,,,
Agriculture,12/9/2017 2:53,12,9,2017,,,,,,,,,,,,,,
Agriculture,18/2/2015 6:19,18,2,2015,,,,,,,,,,,,,,
Food,28/12/2016 16:26,28,12,2016,,,,,,,,,,,,,,
Food,5/12/2016 8:26,5,12,2016,,,,,,,,,,,,,,
Agriculture,22/11/2016 6:10,22,11,2016,,,,,,,,,,,,,,
Agriculture,5/3/2014 14:16,5,3,2014,,,,,,,,,,,,,,
Retail,14/10/2013 5:13,14,10,2013,,,,,,,,,,,,,,
Housing,10/7/2013 3:49,10,7,2013,,,,,,,,,,,,,,
Retail,21/12/2013 10:13,21,12,2013,,,,,,,,,,,,,,
Agriculture,20/11/2017 8:24,20,11,2017,,,,,,,,,,,,,,
Agriculture,14/7/2016 12:51,14,7,2016,,,,,,,,,,,,,,
Personal Use,6/12/2016 9:13,6,12,2016,,,,,,,,,,,,,,
Agriculture,18/5/2013 11:19,18,5,2013,,,,,,,,,,,,,,
Retail,27/5/2015 7:10,27,5,2015,,,,,,,,,,,,,,
Retail,22/10/2015 2:38,22,10,2015,,,,,,,,,,,,,,
Education,31/7/2015 21:48,31,7,2015,,,,,,,,,,,,,,
Food,27/7/2017 9:29,27,7,2017,,,,,,,,,,,,,,
Food,7/5/2013 22:12,7,5,2013,,,,,,,,,,,,,,
Retail,29/3/2017 2:28,29,3,2017,,,,,,,,,,,,,,
Agriculture,30/4/2014 8:32,30,4,2014,,,,,,,,,,,,,,
Retail,4/4/2017 5:18,4,4,2017,,,,,,,,,,,,,,
Retail,6/5/2013 12:19,6,5,2013,,,,,,,,,,,,,,
Agriculture,27/12/2013 11:09,27,12,2013,,,,,,,,,,,,,,
Retail,4/11/2013 9:14,4,11,2013,,,,,,,,,,,,,,
Food,2/9/2013 12:18,2,9,2013,,,,,,,,,,,,,,
Retail,12/11/2013 7:35,12,11,2013,,,,,,,,,,,,,,
Retail,6/1/2013 19:54,6,1,2013,,,,,,,,,,,,,,
Arts,5/8/2015 19:21,5,8,2015,,,,,,,,,,,,,,
Personal Use,19/11/2014 5:55,19,11,2014,,,,,,,,,,,,,,
Agriculture,22/7/2017 4:23,22,7,2017,,,,,,,,,,,,,,
Housing,10/4/2014 14:58,10,4,2014,,,,,,,,,,,,,,
Personal Use,2/11/2017 9:37,2,11,2017,,,,,,,,,,,,,,
Retail,19/5/2014 22:35,19,5,2014,,,,,,,,,,,,,,
Agriculture,17/12/2015 13:34,17,12,2015,,,,,,,,,,,,,,
Agriculture,3/4/2013 7:45,3,4,2013,,,,,,,,,,,,,,
Clothing,9/5/2017 17:34,9,5,2017,,,,,,,,,,,,,,
Housing,20/11/2017 7:21,20,11,2017,,,,,,,,,,,,,,
Education,11/5/2014 16:20,11,5,2014,,,,,,,,,,,,,,
Food,29/4/2013 10:10,29,4,2013,,,,,,,,,,,,,,
Food,29/3/2017 16:15,29,3,2017,,,,,,,,,,,,,,
Education,21/6/2015 1:15,21,6,2015,,,,,,,,,,,,,,
