name,latitude_deg,longitude_deg,iso_country,municipality,elevation_ft
Wuwei Air Base,37.98830032348633,102.56700134277344,CN,,0
Xian Air Base,34.153900146484375,108.5989990234375,CN,,0
Xincheng Air Base,25.54829978942871,114.61900329589844,CN,,0
Yaerbashi Test Range,43.07720184326172,92.80809783935547,CN,,0
Yanliang Air Base,34.64390182495117,109.24299621582031,CN,,0
Zhangye Ganzhou Airport,38.8018989563,100.675003052,CN,Zhangye,5280
Changzing Air Base,30.968599319458008,119.73100280761719,CN,,0
Daishan Air Base,30.287799835205078,122.1449966430664,CN,,0
Feidong Air Base,31.909400939941406,117.65899658203125,CN,,0
Fuzhou Air Base,26.0044002532959,119.31199645996094,CN,Fuzhou,0
Huian Air Base,25.026100158691406,118.80699920654297,CN,,0
Jianqiao/Hangzhou Airfield,30.33530044555664,120.24099731445312,CN,Hangzhou,0
Jiaxing Air Base,30.706640243530273,120.68061065673828,CN,,0
Longtian/Lung-T'ien Air Base,25.572799682617188,119.45999908447266,CN,,0
Longyou Air Base,29.113100051879883,119.177001953125,CN,,0
Mahuiling Air Base,29.47719955444336,115.802001953125,CN,,0
Nanchang New Airfield,28.63559913635254,115.93000030517578,CN,Nanchang,0
Nanchang Xiangtang Air Base,28.420799255371094,115.92400360107422,CN,Nanchang,0
Ningbo Zhangqiao Air Base,29.922800064086914,121.5739974975586,CN,,0
Shanghai Dachang Air Base,31.32360076904297,121.41100311279297,CN,Shanghai,0
Shanghai Longhua Airport,31.166900634799998,121.45400238,CN,Shanghai,0
Zhangshu Air Base,28.021699905395508,115.5510025024414,CN,,0
Zhangzhou/Chang-Chou Airfield,24.5625,117.65399932861328,CN,,0
Changchun Air Base,43.90530014038086,125.197998046875,CN,,0
Chifeng Air Base,42.15890121459961,118.84200286865234,CN,,0
Dandong Airport,40.024700164799995,124.286003113,CN,Dandong,0
Dingxin/Shuangchengzi Air Base,40.40140151977539,99.78939819335938,CN,,0
Fuxin Air Base,42.07889938354492,121.66200256347656,CN,,0
Gongzhuling Air Base,43.524200439453125,124.78600311279297,CN,,0
Harbin Air Base,45.597499847399995,126.658996582,CN,,0
Jinxi Air Base,40.74919891357422,120.87899780273438,CN,Jinxi,0
Jinzhou North Airfield,41.1869010925293,121.1729965209961,CN,Jinzhou,0
Kaiyuan Air Base,42.52579879760742,123.98200225830078,CN,,0
Lalin Air Base,45.2593994140625,126.8949966430664,CN,,0
Pingquan Air Base,40.90079879760742,118.68099975585938,CN,,0
Shenyang Beiling Air Base,41.87080001831055,123.43900299072266,CN,Shenyang,0
Shenyang Yu Hung Tun Air Base,41.8224983215332,123.29900360107422,CN,Shenyang,0
Shuangcheng Air Base,45.407798767089844,126.31900024414062,CN,,0
Siping Air Base,43.156898498535156,124.29199981689453,CN,,0
Suizhong Air Base,40.29890060424805,120.35900115966797,CN,,0
Tuchengzi Air Base,38.912200927734375,121.23899841308594,CN,,0
Yingchenzi/Xinzhaizi-Dalian Air Base,39.01060104370117,121.38999938964844,CN,,0
Sanshilipu Air Base,39.28950119018555,121.76100158691406,CN,Dalian,0
Nantong Airport,32.0708007812,120.975997925,CN,Nantong,16
Williams Gliderport,39.16350173950195,-122.13200378417969,US,Williams,68
Borges - Clarksburg Airport,38.4431991577,-121.509002686,US,Clarksburg,12
Vineyard Oaks Farm Airport,36.36920166015625,-119.78600311279297,US,Lemore,210
Las Serpientes Airport,37.933101654052734,-121.61299896240234,US,Knightsen,10
Harvard Airport,34.961700439453125,-116.67500305175781,US,Yermo,1825
Flying R Airport,38.28300094604492,-121.25499725341797,US,Galt,70
J-B Airport,37.93519973754883,-121.01499938964844,US,Farmington,103
Kelso Valley Airport,35.38130188,-118.2310028,US,Mojave,4047
Flying B Ranch Airport,38.34130096435547,-121.43699645996094,US,Franklin,19
Double Creek Ranch Airport,40.445701599121094,-121.88200378417969,US,Manton,2030
Flying Bull Airport,37.62049865722656,-121.16300201416016,US,Modesto,40
Walter'S Camp Airport,33.245556,-114.710278,US,Palo Verde,309
Highgate Airport,42.55440139770508,-81.8031005859375,CA,Highgate,710
Springwater Barrie Airpark,44.40639877319336,-79.73169708251953,CA,Springwater,963
Emsdale Airport,45.54999923706055,-79.3499984741211,CA,Emsdale,1150
Tomvale Airport,44.916099548339844,-76.93579864501953,CA,Plevna,890
Brampton Airport,43.7602996826,-79875,CA,Brampton,935
Guelph Airport,43.563899993896484,-80.19609832763672,CA,Guelph,1100
Stanhope Municipal Airport,45.1108333333,-78.64,CA,Haliburton,1066
Bearskin Lake Airport,53.965599060058594,-91.0271987915039,CA,Bearskin Lake,800
Iroquois Falls Airport,48.74169921875,-80.79329681396484,CA,Iroquois Falls,1008
Essex Airport,42.09579849243164,-82.87940216064453,CA,Essex,620
Pendleton Airport,45.48609924316406,-75.09609985351562,CA,Pendleton,260
Lindsay Airport,44.36470031738281,-78.78389739990234,CA,Lindsay,882
Dwight Airport,45.3144454956,-78.97250366210001,CA,,1100
Niagara South Airport,42.9994010925293,-79.0635986328125,CA,Niagara Falls,576
Natuashish Airport,55.91389846801758,-61.18439865112305,CA,Natuashish,30
Fort Erie Airport,42.9172121601,-78.957452774,CA,Fort Erie,625
Orillia Airport,44.67765578389999,-79.31021690370001,CA,Orillia,725
Parry Sound Area Municipal Airport,45.25749969482422,-79.82969665527344,CA,Parry Sound,832
Fort McMurray / North Liege Airfield,57.1360995926,-113.290071487,CA,,2236
Brockville - Thousand Islands Regional Tackaberry Airport,44.6394004822,-75.7502975464,CA,Brockville,402
Port Elgin Airport,44.41529846191406,-81.41439819335938,CA,Port Elgin,650
Nobel / Lumsden Air Park,45.4083333,-80.0780555,CA,,720
Wyevale (Boker Field) Airport,44.65530014038086,-79.87889862060547,CA,Wyevale,705
Nueltin Lake Airport,59.708099365234375,-100.12699890136719,CA,Nueltin Lake,971
Melbourne Airport,42.82419967651367,-81.54859924316406,CA,Melbourne,735
Kingfisher Lake Airport,53.01250076293945,-89.85530090332031,CA,Kingfisher Lake,866
Shelburne / Fisher Field,44.0278929436,-80.2059459686,CA,Shelburne,1675
Gananoque Airport,44.40190124511719,-76.24420166015625,CA,Gananoque,395
Arnprior Airport,45.41360092163086,-76.36579895019531,CA,Arnprior,358
Nampa / Hockey,55.914900566,-117.136155367,CA,,2050
Iroquois Airport,44.84217834472656,-75.31140899658203,CA,Iroquois,246
Greenbank Airport,44.1336968141,-79.0130281448,CA,Greenbank,975
Welland / Niagara Central Airport,42.979198455799995,-79.3246994019,CA,Welland,585
Tillsonburg Airport,42.9275,-80.74694444439999,CA,Tillsonburg,894
Tobermory Airport,45.2214680842,-81.62755966190001,CA,Tobermory,700
Carleton Place Airport,45.10390090942383,-76.12329864501953,CA,Carleton Place,450
Arnstein Airport,45.92559814453125,-79.92780303955078,CA,Arnstein,745
Alexandria Aerodrome,45.3306999207,-74.62572479250001,CA,Alexandria,260
Straffordville Airport,42.73830032348633,-80.81670379638672,CA,Straffordville,732
Kincardine Airport,44.2014007568,-81.6066970825,CA,Kincardine,772
Morrisburg Airport,44.946998596191406,-75.07740020751953,CA,Morrisburg,254
Ogoki Post Airport,51.6585998535,-85.9017028809,CA,Ogoki Post,594
Elmira Airport,43.58470153808594,-80.60310363769531,CA,Elmira,1250
Picton Airport,43.989200592,-77.1391983032,CA,Prince Edward County,465
Belleville Airport,44.19219970703125,-77.30940246582031,CA,Belleville,320
Markham Airport,43.93579864501953,-79.26219940185547,CA,Toronto,807
Hawkesbury Airport,45.61669921875,-74.6500015258789,CA,Hawkesbury,167
Edenvale Aerodrome,44.441101074200006,-79.9627990723,CA,Edenvale,718
Québec / Neuville Airport,46.7214759694,-71.5854978561,CA,"Neuville, QC",314
Windermere Airport,45.162498474121094,-79.5353012084961,CA,Windermere,746
Bancroft Airport,45.07310104370117,-77.88059997558594,CA,Bancroft,1085
Carey Lake Airport,49.7442,-84034,CA,Carey Lake,837
Nixon Airport,42.84749984741211,-80.39530181884766,CA,Nixon,780
Collingwood Airport,44.4491996765,-80.1583023071,CA,Collingwood,730
Alliston Airport,44.18330001831055,-79.83709716796875,CA,Alliston,720
Barry's Bay / Madawaska Valley Airpark,45.5047227536,-77.64409303670001,CA,Barry's Bay,1000
Grimsby Airpark,43.15999984741211,-79.59919738769531,CA,Grimsby,640
Airport Punta Espada,12.075256,-71.125725,CO,,0
El Troncal Airport,7.02106,-71.388901,CO,Arauquita,512
La Chorrera Airport,-0.733333,-73.01667,CO,La Chorrera,709
Las Cruces Airport,7.38322,-73.505402,CO,Sabana De Torres,440
Tarapacá Airport,-2867,-69.733002,CO,Tarapacá,0
Flagler Aerial Spraying Inc Airport,39.279998779296875,-103.06700134277344,US,Flagler,4945
Harrington Ranch Airport,39.62969970703125,-104.51899719238281,US,Bennet,5975
Aspen Gliderport,39.2599983215332,-106.91200256347656,US,Aspen,8440
Wirth Field,40.51359939575195,-103.91200256347656,US,New Raymer,4881
Athanasiou Valley Airport,39.85419845581055,-105.47100067138672,US,Blackhawk,8900
Youtsey Airport,38.266700744628906,-104.28399658203125,US,Boone,4500
Lemons Private Strip,39.99470138549805,-105.2239990234375,US,Boulder,5230
Granite Mountain Lodge Airport,38.416099548339844,-106.05799865722656,US,Salida,9000
Brighton Van-Aire Estates Airport,39.983001709,-104.705001831,US,Brighton,5055
Heckendorf Ranches Airport,39.96329879760742,-104.7490005493164,US,Brighton,5060
Reasoner Airport,39.91669845581055,-104.80500030517578,US,Brighton,5100
Kelly Air Park,39.2247009277,-104.63999939,US,Elbert,7040
Sky Haven Airport,39.713600158691406,-104.19400024414062,US,Byers,5215
Chaparral Airport,39.4640007019043,-104.25800323486328,US,Kiowa,5930
Tezak Airport,38.41080093383789,-105.60399627685547,US,Canon City,6280
Flying W Ranch Airport,38.86249923706055,-107.82099914550781,US,Cedaredge,6885
Hildebrandt Airport,39.27916717529297,-102.4749984741211,US,Bethune,4300
Metrogro Farm Airport,39.49610137939453,-103.7239990234375,US,Agate,5240
Tanner Field,37.46780014038086,-108.66500091552734,US,Cortez,6640
Suckla Farms Balloonport,40.05830001831055,-104.89199829101562,US,Dacono,5050
Comanche Airfield Llc Airport,39.74720001220703,-104.31300354003906,US,Strasburg,5350
Circle 8 Ranch Airport,39.33470153808594,-104.5459976196289,US,Elizabeth,6650
Pinyon Airport,39.00279998779297,-108.70999908447266,US,Glade Park,6980
Gypsum Creek Ranch Airport,39.599998474121094,-106.9739990234375,US,Gypsum,6720
Crop Air Inc Airport,40.51250076293945,-104.6520004272461,US,Eaton,4800
Flying Lazy D Ranch Airport,39.162498474121094,-104.53500366210938,US,Elbert,6910
Marshdale STOLport,39.58330154418945,-105.3030014038086,US,Evergreen,7700
Yankee Field,40.634700775146484,-104.99099731445312,US,Fort Collins,5050
G W Flanders Ranch Strip,38.983299255371094,-104.63400268554688,US,Falcon,7260
Christman Field,40.597198486328125,-105.14399719238281,US,Fort Collins,5160
Jjs Airport,39.9640998840332,-104.46299743652344,US,Keenesburg,5075
Wings N Things Airpark & Museum Airport,40.10580062866211,-104.95500183105469,US,Firestone,5000
Hay Fever Farm Airport,40.545799255371094,-104.56400299072266,US,Galeton,4840
Horseshoe Landings Airport,40.108299255371094,-104.43099975585938,US,Keenesburg,4800
Golden Field (Yellow Hat) Airport,37.842201232910156,-105.21399688720703,US,Gardner,7710
Geary Ranch Airport,38.045799255371094,-105.47100067138672,US,Westcliffe,8300
Uhrich Airport,40.46049880981445,-104.64600372314453,US,Greeley,4715
Air-Sprayers Nr 2 Airport,38.099998474121094,-102.21700286865234,US,Hartman,3610
Eden Ranch Airport,38.83639907836914,-107.86599731445312,US,Hotchkiss,6150
Horth Strip,39.978599548339844,-104.59400177001953,US,Hudson,5128
Fowler Airport,38.0724983215332,-104.0459976196289,US,Fowler,4428
Hill Airport,39.62080001831055,-102.74400329589844,US,Joes,4345
Land Airport,40.09579849243164,-104.58899688720703,US,Keenesburg,5000
Idlers Field,39.608299255371094,-102.54100036621094,US,Kirk,4159
Granby Sports Park Ultralightport,40.04859924316406,-105.93800354003906,US,Granby,8110
Barber Field,38.77280044555664,-108.04399871826172,US,Delta,5050
Usaf Academy Bullseye Aux Airstrip,38.75830078125,-104.30699920654297,US,Ellicott,6036
Frasier Ranch Airport,39.641700744628906,-103.6449966430664,US,Last Chance,5000
Perry Park Airport,39.25,-104.89099884033203,US,Larkspur,6700
Decker Farms Airport,39.70690155029297,-103.35199737548828,US,Lindon,5050
Wilson Ranch Airport,38.052799224853516,-107.9800033569336,US,Telluride,9580
Reed Hollow Ranch Airport,39.371700286865234,-104.74299621582031,US,Franktown,6200
Comanche Springs Ranch Airport,39.72079849243164,-104.322998046875,US,Strasburg,5435
Bowen Farms Nr 1 Airport,39.54999923706055,-105.03399658203125,US,Littleton,5450
Orangeville / Brundle Field,43.8745094139,-80.1798963547,CA,,1630
Orangeville / Laurel Airstrip,43.916900634799994,-80.20580291750001,CA,Orangeville,1620
Simcoe (Dennison Field) Airport,42.819352497699995,-80.265212059,CA,Simcoe,722
Pilot Butte Airport,50.46110153198242,-104.43099975585938,CA,Pilot Butte,2000
Paramount Bistcho Airport,59.638099670410156,-118.33300018310547,CA,Paramount Bistcho,1969
Baldwin Airport,44.2672004699707,-79.3405990600586,CA,Baldwin,750
Arthur (Walter's Field),43.840578507,-80.44288158420001,CA,Arthur East,1550
Teeswater (Thompson Field) Airport,43.948299407958984,-81.27189636230469,CA,Teeswater,1000
Ethel Airport,43.744998931884766,-81.17669677734375,CA,Ethel,1170
Brussels (Armstrong Field) Airport,43.75,-81.2332992553711,CA,Brussels,1100
Elk Lake Airport,47.728599548339844,-80.31580352783203,CA,Elk Lake,950
Cambridge / Reid's Field,43.442730692299996,-80.23251056670001,CA,Cambridge,1050
Port Colborne Airport,42.877498626708984,-79.35279846191406,CA,Port Colborne,600
South River/Sundridge Airport & Float Plane Base,45.82109832763672,-79.32330322265625,CA,South River - Sundridge,1160
Bar River Airport,46.42029953,-84.0922012329,CA,Bar River,591
Bruce McPhail Memorial Airport,45.595001220703125,-76.83329772949219,CA,Cobden,500
Stoney Creek Airport,43.1696925259,-79.7094154358,CA,Stoney Creek,680
Southampton Airport,44.493900299072266,-81.33529663085938,CA,Southampton,685
Elmira (East) Airport,43.59189987182617,-80.51219940185547,CA,Elmira,1150
Hawkesbury (East) Airport,45.582801818847656,-74.54889678955078,CA,Hawkesbury,200
Port Elgin (Pryde Field) Airport,44.458900451660156,-81.37969970703125,CA,Port Elgin,661
Fergus (Juergensen Field) Airport,43.73500061035156,-80.44719696044922,CA,Fergus,1450
Rolph Airport,46.11669921875,-77.5333023071289,CA,Deep River,490
Fordwich Airport,43.888099670410156,-80.99530029296875,CA,Fordwich,1250
Cape Orford Airport,-5.44833333333,152.081944444,PG,,20
Stirling Airport,44.241401672399995,-77.5616989136,CA,Stirling,625
Strathroy (Blue Yonder) Airport,42.96580123901367,-81.5916976928711,CA,Strathroy,780
Arthur (Peskett Field),43.7715431648,-80.4835224152,CA,,1555
Kars / Rideau Valley Air Park,45.103062065299994,-75.6281661987,CA,Kars,286
Grand Bend Airport,43.28689956665039,-81.71420288085938,CA,Grand Bend,642
Thessalon Municipal Airport,46.31669998168945,-83.5333023071289,CA,Thessalon,750
POURVOIRIE MIRAGE AERODROME,53.8025,-72.841389,CA,,1300
Volk Airport,43.9913325082,-79.7811698914,CA,Tottenham,980
Bradford Airport,44.13610076904297,-79.62889862060547,CA,Bradford,973
Hanover / Saugeen Municipal Airport,44.1582984924,-81.0627975464,CA,Hanover,939
Listowel Airport,43.742801666259766,-80.99140167236328,CA,Listowel,1232
Port Perry / Hoskin,44.06166667,-78885,CA,,900
York Airport,43.037498474121094,-79.85250091552734,CA,York,670
Lefroy Airport,44.2919095924,-79.54728126530001,CA,Lefroy,724
Ottawa / Embrun Airport,45.2411003112793,-75.29859924316406,CA,Embrun,230
Palmerston Airport,43.853599548339844,-80.7802963256836,CA,Palmerston,1360
Woodstock Airport,43.1082677518,-80.8218669891,CA,Woodstock,1040
Wingham / Richard W. LeVan Airport,43.8675003052,-81.2985992432,CA,Wingham,1075
Fergus (Royland Field),43.74175499689999,-80.38620114330001,CA,,1400
Elmhirst's Resort Airport,44.251470223,-78.1072568893,CA,Keene,650
Lucan Airport,43.163299560546875,-81.4124984741211,CA,Lucan,960
Miminiska Airport,51.604400634765625,-88.58219909667969,CA,Miminiska,1000
Orton / Smith Field,43.775385719199996,-80.22806882859999,CA,Orton,1450
Killarney Airport,45.977500915527344,-81.49469757080078,CA,Killarney,608
Rockton Airport,43.322200775146484,-80.17639923095703,CA,Rockton,846
Rodney (New Glasgow) Airport,42.53139877319336,-81.60690307617188,CA,Rodney,670
Tyendinaga Mohawk Airport,44.18470001220703,-77.10780334472656,CA,Tyendinaga,260
Orangeville / Murray Wesley Kot Field,43.9585990906,-80.1549987793,CA,Orangeville,1550
St. Joseph Island Airport,46.28329849243164,-83.94999694824219,CA,St. Joseph Island,600
Mansfield Airport,44.143921883199994,-80.0136208534,CA,Mansfield,995
Poplar Hill Airport,52.11330032348633,-94.25559997558594,CA,Poplar Hill,1095
Keewaywin Airport,52.991100311299995,-92.8364028931,CA,Keewaywin,988
Fergus (Holyoake Airfield),43.728611111,-80.28305555559999,CA,,1380
Trenton / Mountain View Airport,44.0694007874,-77.3380966187,CA,Prince Edward County,362
Cottam Airport,42.13999938964844,-82.65280151367188,CA,Cottam,635
Rivière Bonnard Airport,50.70439910888672,-71.1624984741211,CA,Rivière Bonnard,1585
Rivière Bell Aerodrome,49.078899383499994,-62.2369003296,CA,Rivière Bell,89
Red Deer / South 40 Airstrip,52.261944,-113.951389,CA,,3040
Red Deer / Truant Airfield,52.287042840400005,-113.913180828,CA,,3100
Edzo Airport,62.766700744628906,-116.08399963378906,CA,Rae,587
Curries (Rand Private Airfield),43.06437305189999,-80.69835662839999,CA,,1060
Edmonton / Villeneuve (Rose Field),53.645555556,-113.802777778,CA,Villeneuve,2190
Calgary / Okotoks (Rowland Field),50.764722223,-113.958055556,CA,Calgary,3800
Stoney Point (Trepanier),42.28888702392578,-82.59833526611328,CA,,630
Westport / Rideau Lakes Airport,44.666665176600006,-76.3966673613,CA,Westport,500
Kirby Lake Airport,55.35559844970703,-110.63700103759766,CA,Kirby Lake,2260
Reindeer Lake / Lindbergh Lodge Airstrip,57.28805555,-102525,CA,,1128
Riding Mountain Airport,50.57360076904297,-99.36139678955078,CA,Riding Mountain,1016
Stoney Point (Le Cunff) Airport,42.29560089111328,-82.53500366210938,CA,Stoney Point,625
R.M. of Pipestone Airport,49.58060073852539,-101.0530014038086,CA,Reston,1488
Calgary / Christiansen Field,50.7994796471,-114.051260948,CA,Calgary,3820
Matoush Airport,51905,-72.12388888,CA,,2608
Rivière Temiscamie (Air Roberval Ltee) Airport,51.0092455225,-72.98359394069999,CA,,1300
Aerocampo CSA airport,-31.661454441500002,-63.277130127,AR,Calchin,630
Lac Agile (Mascouche) Airport,45.791900634765625,-73.63809967041016,CA,Lac Agile,160
Sable Island Landing Strip,43.9303535212,-59.9597740173,CA,Sable Island,0
St-Mathieu-De-Beloeil Airport,45.59000015258789,-73.23860168457031,CA,St-Mathieu-De-Beloeil,47
Shediac Bridge Airport,46.25469970703125,-64.57669830322266,CA,Shediac Bridge,25
Drummondville Airport,45.845298767089844,-72.39469909667969,CA,Drummondville,365
Lac Etchemin Airport,46.40719985961914,-70.50140380859375,CA,Lac Etchemin,1500
Sudbury / Coniston Airport,46.4822006226,-80.8339004517,CA,Sudbury,886
Valleyfield Airport,45.20830154418945,-74.14140319824219,CA,Valleyfield,155
